word	[etymology]
sisterhood	['Old English', 'Proto-Germanic']
louisiana	['Anglo-French', 'Latin', 'Old High German', 'Proto-Germanic', 'Clovis', 'French Louis', 'Old French Loois', 'French']
mistreated	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE', 'Latin', 'Old French']
scrapbook	['Latin', 'PIE', 'Proto-Germanic', 'Old English']
copious	['Latin', 'PIE']
zed	['Middle French', 'Late Latin', 'Greek', 'Hebrew']
aim	['Old French', 'Latin']
clutches	['Old English', 'Proto-Germanic', 'PIE']
enlisting	['Middle French', 'Late Latin', 'Latin', 'Old English', 'Proto-Germanic', 'PIE']
carpet	['Old French', 'Medieval Latin', 'Latin', 'PIE']
cleaners	['Old English', 'West Germanic', 'PIE']
wet	['Old English', 'Proto-Germanic', 'PIE']
door	['Middle English', 'Proto-Germanic', 'PIE']
cricket	['Old Norse', 'Old English', 'Proto-Germanic', 'Old French', 'Middle']
net	['Old French', 'Latin', 'Old English', 'Proto-Germanic', 'PIE']
seventh	['Old English', 'Proto-Germanic', 'PIE']
attempt	['God', 'Old French', 'Latin']
dizzy	['Old English', 'Proto-Germanic', 'PIE']
technics	['French', 'Greek', 'Latin']
cool	['Old English', 'Proto-Germanic', 'PIE']
inmate	['Medieval Latin', 'Old French', 'Arabic']
alias	['Latin', 'PIE']
harris	['Old English', 'Proto-Germanic', 'Proto-Germanic']
gains	['Middle French', 'Old French', 'Frankish', 'Proto-Germanic']
geeks	['Dutch']
timing	['Old English']
desperate	['Old English', 'Proto-Germanic', 'PIE', 'Latin']
behavior	['Old English', 'Proto-Germanic', 'PIE', 'Middle English']
trigger	['Dutch']
dan	['Jacob', 'Dan', 'Old French', 'Latin']
hart	['Old English', 'Proto-Germanic', 'PIE']
kitty	['Old French', 'Latin', 'Greek', 'French', 'Persian', 'Spanish', 'Spanish']
multiple	['French', 'Late Latin', 'Latin']
charge	['Spanish', 'Late Latin', 'Latin', 'Old French']
press	['Old French', 'Latin', 'PIE']
boat	['Proto-Germanic', 'PIE']
attorney	['Old French', 'Latin', 'Greek', 'PIE']
blind	['Old English', 'Proto-Germanic']
function	['Middle French', 'Latin', 'PIE']
superhuman	['Proto-Germanic', 'Medieval Latin']
sharpness	['German', 'Old English']
independent	['Middle French', 'Latin', 'French']
simple	['Old French', 'Latin', 'PIE']
said	['Old English', 'Proto-Germanic', 'PIE']
touched	['Old French', 'Vulgar Latin']
en	['Proto-Indo-European', 'Proto-Germanic', 'PIE', 'French', 'Latin']
arise	['Old English', 'Proto-Germanic']
superstars	['Old English', 'Proto-Germanic', 'PIE']
sumo	['Japanese']
exalted	['Old French', 'Latin', 'PIE']
rank	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Frankish']
grand	['Anglo-French', 'Old French', 'Latin']
champion	['Old French', 'Late Latin', 'Latin']
cia	['U.S.']
nuclear	['Latin', 'PIE']
arms	['Old French', 'Latin']
recruits	['Old French', 'Latin', 'French']
twin	['Old English', 'Proto-Germanic', 'PIE']
chris	['Late Latin Messias', 'Greek Messias', 'Aramaic', 'Latin Christus', 'Greek', 'Old English', 'Ecclesiastical Greek', 'Christos']
judge	['Old English', 'Proto-Germanic', 'Middle English', 'Old French', 'Latin', 'Anglo-French']
present	['Old French', 'Latin', 'Late Latin']
papers	['Latin', 'Greek', 'Anglo-French']
cat	['Old English', 'West Germanic', 'Proto-Germanic', 'Late Latin']
proponents	['Latin']
feelings	['Old English', 'Proto-Germanic', 'PIE']
animal	['Old French', 'Vulgar Latin', 'Latin']
rights	['Proto-Germanic', 'PIE', 'Old English', 'Old High German']
thing	['Old English', 'Proto-Germanic']
stopping	['Old English']
surprising	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE', 'French', 'Latin', 'Old French', 'Anglo-French']
conclusion	['Old French', 'Latin']
motive	['Old French', 'Medieval Latin', 'Latin']
consequences	['Old French', 'Latin']
particular	['Old French', 'Late Latin', 'Latin']
strays	['Middle French', 'Latin', 'Medieval Latin', 'Late Latin', 'Vulgar Latin', 'Anglo-French']
usual	['Proto-Germanic', 'PIE', 'Old French', 'Vulgar Latin', 'Late Latin', 'Latin']
incident	['Proto-Indo-European', 'Old French', 'Latin']
drives	['Old English', 'Proto-Germanic', 'PIE']
brink	['Middle Low German', 'Proto-Germanic', 'PIE']
jealous	['Old French', 'Late Latin', 'Greek', 'PIE', 'Latin', 'Medieval Latin']
elaborate	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Late Latin']
scheme	['Medieval Latin', 'Greek', 'PIE']
enterprise	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE', 'French', 'Latin', 'Old French']
neutral	['Middle French', 'Latin']
picks	['Middle French', 'Old English']
android	['Modern Latin', 'Greek']
data	['Latin']
info	['Old French', 'Latin']
talk	['Old English', 'Proto-Germanic', 'PIE']
unflattering	['Old French', 'Proto-Germanic']
piece	['Old French', 'Vulgar Latin', 'Gaulish', 'PIE']
guilt	['Old English']
sorrow	['Old English', 'Proto-Germanic', 'PIE']
retain	['Old French', 'Latin', 'PIE']
sanity	['Middle French', 'Latin']
understand	['Old English', 'Old English', 'PIE']
hoping	['Middle Dutch', 'Proto-Germanic', 'PIE', 'Dutch', 'Cantonese', 'Old English']
escaping	['Late Latin', 'Latin', 'Old North French', 'Vulgar Latin', 'Old French']
wastelands	['Old Norse', 'Proto-Germanic', 'PIE']
addict	['Latin']
matters	['Anglo-French', 'Latin', 'PIE']
maniac	['Late Latin', 'Greek', 'PIE', 'French']
poet	['Old French', 'Latin', 'Greek', 'PIE']
complete	['Old French', 'Latin']
loser	['Old Norse', 'Proto-Germanic', 'PIE', 'Old English']
persuade	['Old French', 'Latin', 'PIE', 'Middle French']
finance	['Old French']
sensing	['Old French', 'Latin', 'PIE']
risked	['French', 'Italian']
given	['Old English', 'Proto-Germanic', 'PIE']
circumstances	['Old French', 'Latin', 'PIE']
acquitted	['Old French', 'Medieval Latin', 'Latin']
temporary	['Old French', 'Latin', 'Proto-Italic', 'PIE']
insanity	['Latin', 'PIE', 'Old French', 'Late Latin']
perhaps	['Middle English']
convicted	['Latin']
lesser	['French', 'Latin', 'PIE', 'Spanish', 'American English']
manslaughter	['Old English', 'Proto-Germanic', 'Old French', 'Medieval Latin']
federal	['French', 'Latin', 'PIE']
policeman	['Old English', 'Proto-Germanic', 'PIE']
albeit	['Old English', 'PIE', 'Proto-Germanic']
release	['Old French', 'Latin']
welcomes	['Old English', 'PIE']
overseeing	['Old English']
focuses	['Latin']
all-american	['Modern Latin Americanus', 'America']
except	['Middle French', 'Latin', 'PIE']
installations	['Proto-Germanic', 'PIE', 'Anglo-French', 'Old French', 'Frankish', 'Germanic', 'Medieval Latin', 'Latin']
ropes	['Old English', 'Proto-Germanic']
terrible	['Old French', 'Latin', 'PIE']
afghanistan	['Afghani']
smoke	['Proto-Germanic', 'PIE', 'Old English']
soldier	['Old French', 'Medieval Latin', 'Late Latin']
invasion	['Old English', 'Proto-Germanic', 'PIE', 'Spanish', 'Latin', 'Old French', 'Late Latin']
selling	['Old English', 'Proto-Germanic', 'PIE']
loan	['Old Norse', 'Proto-Germanic', 'PIE']
shark	['German']
calvin	['Old French', 'Latin', 'French', 'Latin Calvinus', 'PIE']
notion	['Latin', 'PIE']
sold	['Old English', 'Proto-Germanic', 'PIE']
excluded	['Old French', 'Latin']
behaviour	['Old English', 'Proto-Germanic', 'PIE', 'Middle English']
shower	['Old English', 'Proto-Germanic', 'PIE']
ask	['Old English', 'Proto-Germanic', 'PIE']
far	['Old English', 'Proto-Germanic', 'PIE']
strength	['Old English', 'Proto-Germanic', 'PIE']
stop	['Old English']
owns	['Old English', 'Proto-Germanic', 'PIE']
snack	['Middle Low German', 'Proto-Germanic', 'Middle Dutch']
sells	['Old English', 'Proto-Germanic', 'PIE']
perfume	['Middle French', 'Old Proven', 'Latin']
robberies	['Proto-Germanic', 'PIE', 'Old French', 'West Germanic']
legend	['Old French', 'Medieval Latin', 'Latin', 'PIE']
les	['French', 'Latin', 'PIE', 'Spanish', 'American English']
momentum	['Old French', 'Latin']
players	['Old English', 'West Germanic', 'PIE']
julie	['Latin Iulius', 'Jove', 'PIE', 'Latin Iulia']
knew	['Old English', 'Proto-Germanic', 'PIE']
phenomenal	['Late Latin', 'Greek']
unheralded	['Old English', 'Proto-Germanic', 'Anglo-French', 'Frankish']
rolling	['Old French', 'Medieval Latin', 'Latin']
combined	['Middle French', 'Late Latin', 'Latin']
shocked	['Old English', 'Proto-Germanic', 'Iceland']
disbelief	['West Germanic']
biological	['Greek']
emma	['German Emma', 'Erma', 'British']
shared	['Proto-Germanic', 'PIE']
disdain	['Old French', 'Latin', 'PIE']
clients	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Medieval Latin', 'Latin', 'Anglo-French']
impress	['Old French', 'Latin', 'PIE', 'Italian']
trend	['Middle English', 'Old English', 'Proto-Germanic']
terms	['Old French', 'Latin', 'Latin']
investment	['Proto-Indo-European', 'Latin', 'PIE', 'Medieval Latin']
value	['Old French', 'Latin']
brazil	['French', 'Italian', 'Medieval Latin', 'Persian', 'PIE']
paris	['Latin', 'Proto-Italic', 'PIE', 'Gallo-Latin Lutetia Parisorum']
studied	['Proto-Germanic', 'PIE', 'Old French', 'Medieval Latin', 'Latin']
institute	['Proto-Indo-European', 'Latin', 'PIE']
dejected	['Old French', 'Latin']
stephens	['Old English', 'Proto-Germanic', 'PIE', 'West Germanic', 'Latin Stephanus', 'Greek Stephanos']
impersonator	['Proto-Indo-European', 'Latin', 'French']
centres	['Old French', 'Latin', 'Greek', 'PIE']
supermodels	['Middle French', 'Italian', 'Vulgar Latin', 'Latin']
jerry	['Biblical', 'Hebrew', 'World War I British Army']
bottom	['Old English', 'Proto-Germanic', 'PIE']
especially	['Old French', 'Latin']
vomited	['Anglo-French', 'Latin', 'PIE']
fiance	['Old English', 'French', 'Vulgar Latin', 'Latin']
hot	['Old English', 'Proto-Germanic', 'PIE']
air	['Old French', 'Latin', 'Greek', 'French', 'Italian']
brotherhood	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse', 'Old French', 'Latin']
levels	['Latin', 'Proto-Italic', 'Old French']
field	['Old English', 'Proto-Germanic', 'PIE']
against	['Old English', 'An Old English', 'Old North French', 'Middle English']
establishment	['Old French', 'Latin', 'PIE']
poem	['Old French', 'Latin', 'Greek', 'PIE', 'Vulgar Latin', 'Middle French']
version	['Middle French', 'Medieval Latin']
mail	['Old French', 'Frankish', 'Proto-Germanic', 'PIE', 'Latin', 'Old English']
stage	['Old English', 'Proto-Germanic', 'PIE']
wolf	['Old English', 'Proto-Germanic', 'PIE']
trap	['Proto-Germanic', 'PIE', 'Old English']
jimmy	['Proto-Germanic']
wayne	['Old Norse', 'Proto-Germanic', 'French Charles', 'Medieval Latin Carolus', 'Middle High German Karl', 'Old English', 'PIE', 'Old English']
bitten	['Old English', 'Proto-Germanic', 'PIE']
dog	['Old English']
obsessed	['Latin', 'PIE']
werewolf	['Old English', 'Proto-Germanic', 'PIE']
boarders	['Old English', 'Proto-Germanic', 'PIE']
merge	['Latin', 'PIE']
mockery	['Old French', 'Latin', 'Old English', 'Vulgar Latin', 'Middle Dutch']
closely	['Old French', 'Latin']
subjects	['Proto-Indo-European', 'Old French', 'Medieval Latin', 'Latin']
standing	['Old English', 'Proto-Germanic', 'PIE']
drunk	['Middle English']
rip-off	['Old English', 'Proto-Germanic', 'PIE']
conduit	['Latin', 'PIE', 'Old French']
bruised	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Gaulish']
secluded	['Latin']
suitable	['Anglo-French', 'Old French', 'Vulgar Latin', 'Latin']
hell	['Proto-Germanic', 'PIE']
madness	['Old English', 'Proto-Germanic']
hope	['Middle Dutch', 'Proto-Germanic', 'PIE', 'Dutch', 'Cantonese', 'Old English']
form	['Old French', 'Latin']
landlord	['Old English', 'Proto-Germanic', 'Land']
cotton	['Old French', 'Arabic', 'Welsh']
principal	['Old French', 'Latin']
sands	['Old English', 'Proto-Germanic', 'PIE']
retribution	['Old French', 'Latin', 'PIE', 'Anglo-French']
uprising	['Old English', 'Proto-Germanic']
wheelchair	['Latin', 'Greek', 'PIE', 'Old French']
cigarettes	['Latin', 'Spanish', 'Maya', 'Vulgar Latin', 'French']
wrestles	['Old English']
indulge	['Old French', 'Latin', 'PIE']
pleasure	['Old French', 'Latin']
possible	['Old French', 'Latin']
explanation	['Latin']
examination	['Old French', 'Latin']
bigotry	['French']
nation	['Old French', 'Latin', 'PIE']
widespread	['Old English', 'Proto-Germanic', 'PIE']
gun	['Old Norse Gunnhildr', 'PIE', 'Old Norse']
ownership	['Old English', 'Proto-Germanic', 'PIE']
linked	['Old Norse', 'Proto-Germanic', 'PIE', 'Medieval Latin', 'Greek', 'Old French', 'Frankish', 'Old English']
novel	['Old French', 'Latin', 'Italian']
mentioned	['Old French', 'Latin', 'PIE', 'Middle French']
companions	['Old French', 'Late Latin', 'Latin', 'PIE']
strider	['Old English', 'Proto-Germanic']
allies	['Old French', 'Latin']
riders	['Old English', 'Proto-Germanic', 'PIE']
stewards	['Old English', 'Proto-Germanic', 'PIE', 'Middle English']
launch	['Old French', 'Late Latin', 'Old North French', 'Latin', 'Portuguese', 'Malay']
assault	['Old French', 'Vulgar Latin', 'Middle French', 'PIE', 'Italian']
blueberry	['Old English', 'Vulgar Latin', 'Latin', 'PIE', 'Middle French', 'Greek', 'Old French', 'Medieval Latin', 'Proto-Germanic']
wally	['Old English', 'Proto-Germanic', 'Proto-Germanic', 'Old North French Waltier']
stockpile	['Old French', 'Medieval Latin', 'Latin', 'Middle French', 'Old English', 'Anglo-French']
gold	['Old English', 'Proto-Germanic', 'PIE']
territory	['Latin']
chilling	['Old English', 'Proto-Germanic', 'PIE']
neck	['Old English', 'Proto-Germanic']
tried	['Anglo-French', 'Old French', 'Gallo-Roman']
driver	['Old English', 'Proto-Germanic', 'PIE']
races	['Old Norse', 'Proto-Germanic', 'Middle French', 'Italian']
locate	['Latin', 'Old Latin']
victim	['Latin']
trunk	['Old French', 'Latin', 'Old Latin', 'Greek', 'Middle English']
abandoned	['Old French']
car	['Anglo-French', 'Vulgar Latin', 'Gaulish', 'PIE']
somewhere	['Old English', 'Proto-Germanic', 'PIE']
menacing	['Old French', 'Vulgar Latin', 'PIE']
dennis	['French Denis', 'Latin Dionysius', 'Greek Dionysos']
russell	['Old French', 'Latin', 'PIE']
stone	['Old English', 'Proto-Germanic', 'PIE']
hospital	['Old French', 'Latin', 'Medieval Latin', 'PIE', 'Late Latin']
porter	['Anglo-French', 'Late Latin', 'PIE', 'Latin']
poetic	['Old French', 'Latin', 'PIE', 'Greek']
tape	['Old English', 'Latin']
operation	['Old French', 'Latin']
interfered	['Middle French', 'Latin']
pal	['Romany', 'Sanskrit']
syndicate	['French', 'Medieval Latin']
flight	['Proto-Germanic', 'Proto-Germanic']
hold	['Middle English', 'Old English', 'Proto-Germanic']
keeping	['Proto-Germanic']
accomplice	['Old French', 'Late Latin', 'Latin']
task	['Old North French', 'Vulgar Latin']
danny	['Jacob']
afraid	['Anglo-French', 'Old English']
apprehend	['Old English', 'Old Norse', 'Proto-Germanic', 'PIE', 'French', 'Latin']
prey	['Old French', 'Latin', 'PIE', 'Late Latin']
reporter	['Old French', 'Latin', 'English']
currently	['Old French', 'Latin', 'PIE', 'Middle French']
assigned	['Old French', 'Latin', 'PIE']
undignified	['Middle French', 'Medieval Latin', 'Latin']
assignments	['Old French', 'Latin', 'PIE', 'Late Latin']
butt	['Anglo-French', 'Frankish', 'Proto-Germanic', 'PIE', 'Germanic', 'Late Latin', 'Old French']
joke	['Latin']
leaving	['West Germanic', 'Proto-Germanic', 'PIE', 'Old English']
substitute	['Middle French', 'Late Latin', 'PIE', 'Latin']
pole	['German Pole', 'Polish Polanie', 'PIE', 'Latin', 'Old French', 'Greek']
bargained	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Frankish']
opens	['Old English', 'Proto-Germanic']
below	['Old English', 'Proto-Germanic', 'PIE']
answering	['Old English', 'Proto-Germanic', 'PIE']
chronicles	['Anglo-French', 'Old French', 'Latin', 'Greek']
emancipated	['Latin', 'PIE']
slaves	['Medieval Latin Sclavus', 'Byzantine Greek Sklabos', 'Old Church Slavonic Sloveninu', 'Old French', 'Indian']
republican	['Nov.']
elected	['Latin', 'PIE']
congress	['Old French', 'Latin', 'French', 'PIE']
reconstruction	['Latin']
aims	['Old French', 'Latin']
raise	['Old English', 'Proto-Germanic']
apparently	['Latin', 'Old French']
suggested	['Latin', 'Anglo-French']
investigate	['French', 'Latin', 'Old French']
whereabouts	['Old French', 'Latin', 'Old English', 'Middle English']
possesses	['Anglo-French', 'Latin', 'Old French', 'PIE', 'Medieval Latin', 'Western']
mythical	['French Mythe', 'Modern Latin', 'Greek', 'Late Latin']
firepower	['Latin', 'PIE', 'Anglo-French', 'Vulgar Latin']
collapse	['Latin']
angel	['Late Latin', 'Greek']
clear	['Old French', 'Latin', 'PIE']
situation	['Middle French', 'Medieval Latin', 'Latin']
respected	['Old French', 'Latin', 'Middle French']
surgeon	['Anglo-French', 'Old French', 'Latin', 'Greek']
chaotic	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Greek']
situations	['Middle French', 'Medieval Latin', 'Latin']
frustrations	['Latin']
bitter	['Old English', 'Proto-Germanic', 'PIE']
introvert	['German Extravert', 'German', 'Latin']
retreat	['Old French', 'Latin']
give	['Old English', 'Proto-Germanic', 'PIE']
crumbling	['Old English']
marriage	['Mexican Spanish', 'Latin Maria', 'Greek Mariam', 'Aramaic Maryam', 'Hebrew Miryam', 'Old French', 'Latin', 'PIE', 'Vulgar Latin']
spring	['Old English', 'Proto-Germanic', 'PIE']
gain	['Middle French', 'Old French', 'Frankish', 'Proto-Germanic']
egoists	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'French']
ensemble	['French', 'Old Latin', 'PIE', 'Late Latin']
mount	['Anglo-French', 'Old English', 'Latin', 'PIE', 'Old French', 'Vulgar Latin']
theatrical	['Old French', 'Latin', 'Greek']
thirties	['Old English', 'Proto-Germanic']
lose	['Old Norse', 'Proto-Germanic', 'PIE', 'Old English']
inherit	['Middle French', 'Old French', 'Latin', 'PIE', 'Late Latin']
second-hand	['Middle English', 'Old English']
zero	['French', 'Italian', 'Medieval Latin', 'Arabic']
lovable	['Old English', 'Proto-Germanic', 'PIE']
shares	['Proto-Germanic', 'PIE']
euthanasia	['Greek']
poison	['Old French', 'Latin']
antidote	['Middle French', 'Latin', 'Greek']
recognition	['Anglo-French', 'Old French', 'Latin', 'PIE', 'Middle French']
lifelong	['Middle English', 'Old English', 'Proto-Germanic']
studio	['Proto-Germanic', 'PIE', 'Old French', 'Medieval Latin', 'Latin', 'Italian']
youths	['Old English', 'Proto-Germanic', 'PIE']
thursday	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse', 'Old French', 'Latin']
evening	['Old English', 'Proto-Germanic']
disagreements	['Old French', 'Latin', 'Latin']
fever	['Latin', 'PIE']
pitch	['Middle English', 'Old English', 'West Germanic', 'Low German', 'PIE']
incensed	['Old French', 'Late Latin', 'Latin', 'Medieval Latin']
support	['Old French', 'Latin', 'PIE']
musical	['French']
aspirations	['Latin', 'French']
remarry	['Mexican Spanish', 'Latin Maria', 'Greek Mariam', 'Aramaic Maryam', 'Hebrew Miryam', 'Old French', 'Latin', 'PIE']
copper	['Old English', 'Proto-Germanic', 'PIE', 'West Germanic', 'Middle French', 'Latin', 'Dutch', 'Old Frisian']
mine	['Old French', 'Old English', 'Proto-Germanic']
ancestors	['Old French', 'Late Latin']
incestuous	['Portuguese', 'Latin', 'PIE', 'Latin', 'Old French', 'Late Latin']
clan	['Old English', 'Latin', 'U.S.', 'Gaelic']
